Sentiment,TweetId,TweetDate,Topic,TweetText
negative,2182,Mon May 25 17:21:35 UTC 2009,pelosi,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this @pelosi
negative,2183,Mon May 25 17:25:36 UTC 2009,insects,ugh. the amount of times these stupid insects have bitten me. Grr.. @insects
positive,2184,Mon May 25 17:25:54 UTC 2009,insects,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p @insects
negative,2185,Mon May 25 17:26:30 UTC 2009,insects,Just got barraged by a horde of insects hungry for my kitchen light. So scary. @insects
positive,2187,Mon May 25 17:29:06 UTC 2009,mcdonalds,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;) @mcdonalds
positive,2188,Mon May 25 17:29:11 UTC 2009,mcdonalds,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =] @mcdonalds
positive,2190,Mon May 25 17:29:46 UTC 2009,mcdonalds,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy. @mcdonalds
positive,2191,Mon May 25 17:29:51 UTC 2009,mcdonalds,Could go for a lot of McDonalds. i mean A LOT. @mcdonalds
positive,2193,Mon May 25 17:31:52 UTC 2009,exam,my exam went good. @HelloLeonie: your prayers worked (: @exam
positive,2194,Mon May 25 17:31:58 UTC 2009,exam,"Only one exam left, and i am so happy for it :D @exam"
negative,2195,Mon May 25 17:32:22 UTC 2009,exam,Math review. Im going to fail the exam. @exam
negative,2196,Mon May 25 17:35:08 UTC 2009,cheney,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly @cheney
negative,2197,Mon May 25 17:35:43 UTC 2009,cheney,obviously not siding with Cheney here: http://bit.ly/19j2d @cheney
positive,2202,Tue May 26 22:39:46 UTC 2009,mashable,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt @mashable
positive,2203,Tue May 26 22:40:41 UTC 2009,mashable,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV @mashable
neutral,2204,Wed May 27 00:34:45 UTC 2009,jquery book,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629 @jquery book
positive,2205,Wed May 27 00:37:30 UTC 2009,jquery book,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign @jquery book
positive,2206,Wed May 27 00:38:44 UTC 2009,goodby silverstein,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them @goodby silverstein
neutral,2207,Wed May 27 00:39:05 UTC 2009,goodby silverstein,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF @goodby silverstein
positive,2208,Wed May 27 00:39:17 UTC 2009,goodby silverstein,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it. @goodby silverstein"
positive,2220,Wed May 27 23:49:35 UTC 2009,g2,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service @g2
positive,2221,Wed May 27 23:50:26 UTC 2009,g2,@vkerkez dood I got a free google android phone at the I/O conference. The G2! @g2
positive,2222,Wed May 27 23:50:48 UTC 2009,g2,"@Orli the G2 is amazing btw, a HUGE improvement over the G1 @g2"
positive,2223,Wed May 27 23:56:46 UTC 2009,googleio,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio @googleio"
positive,2224,Wed May 27 23:56:53 UTC 2009,googleio,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google! @googleio
positive,2225,Wed May 27 23:57:02 UTC 2009,googleio,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun. @googleio
positive,2295,Sun May 31 06:51:32 UTC 2009,viral marketing,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/ @viral marketing"
neutral,2296,Sun May 31 06:54:34 UTC 2009,hitler,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history. @hitler"
negative,2355,Tue Jun 02 02:54:08 UTC 2009,"""night at the museum""","saw night at the museum out of sheer desperation. who is funding these movies? @""night at the museum"""
positive,2356,Tue Jun 02 02:54:11 UTC 2009,"""night at the museum""","Night At The Museum 2? Pretty furkin good. @""night at the museum"""
positive,2357,Tue Jun 02 02:54:14 UTC 2009,"""night at the museum""","Watching Night at the Museum - giggling. @""night at the museum"""
neutral,2358,Tue Jun 02 02:54:29 UTC 2009,"""night at the museum""","@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office... @""night at the museum"""
neutral,2359,Tue Jun 02 02:54:42 UTC 2009,"""night at the museum""","About to watch Night at the Museum with Ryan and Stacy @""night at the museum"""
neutral,2360,Tue Jun 02 02:54:49 UTC 2009,"""night at the museum""","Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum! @""night at the museum"""
negative,2361,Tue Jun 02 02:55:06 UTC 2009,"""night at the museum""","Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh. @""night at the museum"""
positive,2362,Tue Jun 02 02:55:31 UTC 2009,"""night at the museum""","just watched night at the museum 2! so stinkin cute! @""night at the museum"""
positive,2363,Tue Jun 02 02:55:50 UTC 2009,"""night at the museum""","So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up. @""night at the museum"""
neutral,2364,Tue Jun 02 02:56:13 UTC 2009,"""night at the museum""","I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2"". @""night at the museum"""
neutral,2365,Tue Jun 02 02:56:31 UTC 2009,"""night at the museum""","UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old. @""night at the museum"""
positive,2366,Tue Jun 02 02:56:44 UTC 2009,"""night at the museum""","saw the new Night at the Museum and i loved it. Next is to go see UP in 3D @""night at the museum"""
negative,2367,Tue Jun 02 03:00:28 UTC 2009,gm,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think? @gm
negative,2368,Tue Jun 02 03:00:40 UTC 2009,gm,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al @gm"
neutral,2369,Tue Jun 02 03:00:51 UTC 2009,gm,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r @gm
negative,2370,Tue Jun 02 03:02:00 UTC 2009,gm,@Pittstock $GM good riddance.  sad though. @gm
negative,2371,Tue Jun 02 03:02:34 UTC 2009,gm,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8 @gm"
negative,2372,Tue Jun 02 03:04:22 UTC 2009,gm,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala @gm
negative,2373,Tue Jun 02 03:04:35 UTC 2009,gm,#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb @gm
negative,2374,Tue Jun 02 03:04:45 UTC 2009,gm,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good. @gm"
negative,2375,Tue Jun 02 03:05:18 UTC 2009,gm,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.. @gm"
negative,2376,Tue Jun 02 03:05:50 UTC 2009,gm,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda @gm
negative,2377,Tue Jun 02 03:06:40 UTC 2009,gm,sad day...bankrupt GM @gm
negative,2378,Tue Jun 02 03:06:45 UTC 2009,gm,is upset about the whole GM thing. life as i know it is so screwed up @gm
negative,2379,Tue Jun 02 03:14:21 UTC 2009,time warner,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs @time warner
neutral,2380,Tue Jun 02 03:14:32 UTC 2009,time warner,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH @time warner"
negative,2381,Tue Jun 02 03:15:18 UTC 2009,time warner,#WFTB Joining a bit late. My connection was down (boo time warner) @time warner
negative,2382,Tue Jun 02 03:15:32 UTC 2009,time warner,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C. @time warner
negative,2383,Tue Jun 02 03:15:52 UTC 2009,time warner,i am furious with time warner and their phone promotions! @time warner
negative,2384,Tue Jun 02 03:16:23 UTC 2009,time warner,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner @time warner
negative,2385,Tue Jun 02 03:16:42 UTC 2009,time warner,could time-warner cable suck more?  NO. @time warner
negative,2386,Tue Jun 02 03:17:03 UTC 2009,time warner,Pissed at Time Warner for causin me to have slow internet problems @time warner
negative,2387,Tue Jun 02 03:18:04 UTC 2009,time warner,"@sportsguy33 Ummm, having some Time Warner problems? @time warner"
negative,2388,Tue Jun 02 03:18:49 UTC 2009,time warner,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j @time warner
negative,2389,Tue Jun 02 03:22:08 UTC 2009,time warner,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside. @time warner"
negative,2390,Tue Jun 02 03:22:19 UTC 2009,time warner,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."" @time warner"
negative,2391,Tue Jun 02 03:23:36 UTC 2009,time warner,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/ @time warner"
negative,2392,Tue Jun 02 03:24:00 UTC 2009,time warner,@sportsguy33 Time Warner = epic fail @time warner
neutral,2393,Tue Jun 02 03:24:45 UTC 2009,china,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china @china
neutral,2394,Tue Jun 02 03:24:59 UTC 2009,china,Weird Piano Guitar House in China! http://u2s.me/72i8 @china
neutral,2395,Tue Jun 02 03:27:19 UTC 2009,gm,Send us your GM/Chevy photos http://tinyurl.com/luzkpq @gm
negative,2396,Tue Jun 02 03:27:34 UTC 2009,gm,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM. @gm
negative,2397,Tue Jun 02 03:27:52 UTC 2009,gm,"GM files Bankruptcy, not a good sign... @gm"
positive,2398,Tue Jun 02 03:28:41 UTC 2009,yankees,yankees won mets lost. its a good day. @yankees
positive,2399,Tue Jun 02 03:29:47 UTC 2009,dentist,My dentist appt today was actually quite enjoyable. @dentist
negative,2400,Tue Jun 02 03:32:10 UTC 2009,dentist,I hate the effing dentist. @dentist
neutral,2401,Tue Jun 02 03:32:28 UTC 2009,dentist,@stevemoakler i had a dentist appt this morning and had the same conversation! @dentist
negative,2402,Tue Jun 02 03:33:25 UTC 2009,dentist,@kirstiealley I hate going to the dentist.. !!! @dentist
negative,2403,Tue Jun 02 03:34:23 UTC 2009,dentist,i hate the dentist....who invented them anyways? @dentist
negative,2404,Tue Jun 02 03:34:37 UTC 2009,dentist,this dentist's office is cold :/ @dentist
neutral,2405,Tue Jun 02 03:34:50 UTC 2009,dentist,Check this video out -- David After Dentist http://bit.ly/47aW2 @dentist
neutral,2406,Tue Jun 02 03:35:05 UTC 2009,dentist,First dentist appointment [in years] on Wednesday possibly. @dentist
neutral,2407,Tue Jun 02 04:29:14 UTC 2009,baseball,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu @baseball
neutral,2408,Tue Jun 02 04:29:17 UTC 2009,baseball,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a @baseball
neutral,2409,Tue Jun 02 04:29:28 UTC 2009,baseball,Portland city politics may undo baseball park http://tinyurl.com/lpjquj @baseball
neutral,2410,Tue Jun 02 04:39:41 UTC 2009,safeway,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s @safeway"
neutral,2411,Tue Jun 02 04:40:09 UTC 2009,safeway,dropped her broccoli walking home from safeway! ;( so depressed @safeway
neutral,2412,Tue Jun 02 04:41:05 UTC 2009,safeway,@ronjon we don't have Safeway. @safeway
positive,2413,Tue Jun 02 04:41:13 UTC 2009,safeway,Just applied at Safeway!(: Yeeeee! @safeway
negative,2414,Tue Jun 02 04:41:24 UTC 2009,safeway,@ Safeway. Place is a nightmare right now. Bumming. @safeway
neutral,2415,Tue Jun 02 04:41:32 UTC 2009,safeway,at safeway with dad @safeway
negative,2416,Tue Jun 02 04:41:41 UTC 2009,safeway,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt; @safeway"
neutral,2417,Tue Jun 02 04:42:00 UTC 2009,safeway,"Safeway with Marvin, Janelle, and Auntie Lhu @safeway"
neutral,2418,Tue Jun 02 04:42:29 UTC 2009,safeway,Safeway offering mobile coupons http://bit.ly/ONH7w @safeway
neutral,2419,Tue Jun 02 06:52:26 UTC 2009,driving,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa @driving"
neutral,2421,Tue Jun 02 06:53:09 UTC 2009,eating,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town. @eating
neutral,2422,Tue Jun 02 06:53:15 UTC 2009,eating,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake. @eating"
neutral,2426,Tue Jun 02 06:53:30 UTC 2009,eating,eating breakfast and then school @eating
neutral,2427,Tue Jun 02 06:53:32 UTC 2009,eating,still hungry after eating.... @eating
neutral,2428,Tue Jun 02 06:53:45 UTC 2009,eating,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn @eating
neutral,2429,Tue Jun 02 06:54:11 UTC 2009,eating,"with the boyfriend, eating a quesadilla @eating"
neutral,2430,Tue Jun 02 06:54:19 UTC 2009,eating,"Eating dinner. Meat, chips, and risotto. @eating"
neutral,2502,Thu Jun 04 16:53:02 UTC 2009,nike,got a new pair of nike shoes. pics up later @nike
neutral,2503,Thu Jun 04 16:53:15 UTC 2009,nike,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448 @nike"
positive,2504,Thu Jun 04 16:53:20 UTC 2009,nike,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes @nike
neutral,2505,Thu Jun 04 16:53:48 UTC 2009,nike,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN @nike
positive,2506,Thu Jun 04 16:54:17 UTC 2009,nike,@evelynbyrne have you tried Nike  ? V. addictive. @nike
neutral,2507,Thu Jun 04 16:54:32 UTC 2009,nike,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin.... @nike
positive,2508,Thu Jun 04 16:54:36 UTC 2009,nike,The Nike Training Club (beta) iPhone app looks very interesting. @nike
negative,2529,Sun Jun 07 01:12:38 UTC 2009,jquery,argghhhh why won't  my jquery appear in safari bad safari !!! @jquery
neutral,2530,Sun Jun 07 01:12:44 UTC 2009,jquery,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt @jquery
neutral,2531,Sun Jun 07 01:12:46 UTC 2009,jquery,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/ @jquery"
positive,2532,Sun Jun 07 01:13:23 UTC 2009,jquery,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js @jquery"
neutral,2533,Sun Jun 07 01:13:34 UTC 2009,jquery,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq @jquery"
neutral,2534,Sun Jun 07 01:13:43 UTC 2009,jquery,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens. @jquery
neutral,2535,Sun Jun 07 01:14:41 UTC 2009,jquery,jquery Selectors http://codylindley.com/jqueryselectors/ @jquery
neutral,2536,Sun Jun 07 01:15:08 UTC 2009,jquery,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ @jquery
neutral,2537,Sun Jun 07 03:27:52 UTC 2009,warren buffet,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO @warren buffet
positive,2538,Sun Jun 07 03:28:18 UTC 2009,warren buffet,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga @warren buffet"
neutral,2539,Sun Jun 07 03:28:26 UTC 2009,warren buffet,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul @warren buffet
positive,2540,Sun Jun 07 03:29:04 UTC 2009,warren buffet,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio @warren buffet"
positive,2541,Sun Jun 07 17:42:50 UTC 2009,notre dame school,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it. @notre dame school"
negative,2543,Sun Jun 07 21:47:45 UTC 2009,time warner,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html @time warner"
positive,2544,Mon Jun 08 00:01:27 UTC 2009,federer,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis @federer
negative,2545,Mon Jun 08 00:12:16 UTC 2009,kindle2,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads. @kindle2
positive,2546,Mon Jun 08 00:13:48 UTC 2009,kindle2,I love my Kindle2. No more stacks of books to trip over on the way to the loo. @kindle2
negative,2558,Mon Jun 08 19:59:10 UTC 2009,at&t,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more. @at&t"
negative,2559,Mon Jun 08 19:59:50 UTC 2009,at&t,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :) @at&t"
neutral,2560,Mon Jun 08 20:01:17 UTC 2009,at&t,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA? @at&t
neutral,2561,Mon Jun 08 20:01:55 UTC 2009,at&t,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in? @at&t
negative,2562,Mon Jun 08 20:06:40 UTC 2009,at&t,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter @at&t
negative,2563,Mon Jun 08 20:07:44 UTC 2009,at&t,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass @at&t"
positive,2564,Mon Jun 08 20:46:18 UTC 2009,wave sandbox,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave @wave sandbox
negative,2575,Tue Jun 09 03:58:11 UTC 2009,summize,looks like summize has gone down. too many tweets from WWDC perhaps? @summize
neutral,2576,Tue Jun 09 05:14:20 UTC 2009,kindle2,I hope the girl at work  buys my Kindle2 @kindle2
neutral,2577,Tue Jun 09 05:14:32 UTC 2009,kindle2,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush @kindle2
positive,2578,Tue Jun 09 05:17:27 UTC 2009,kindle2,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen @kindle2"
negative,2579,Tue Jun 09 05:53:40 UTC 2009,iphone app,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T @iphone app
positive,7011,Wed Jun 10 04:03:37 UTC 2009,kindle2,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky. @kindle2
positive,7012,Wed Jun 10 04:03:53 UTC 2009,kindle2,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one? @kindle2"
positive,7015,Wed Jun 10 05:24:40 UTC 2009,google,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha. @google"
neutral,7055,Wed Jun 10 15:31:56 UTC 2009,visa card,@ruby_gem My primary debit card is Visa Electron. @visa card
neutral,8051,Wed Jun 10 15:31:59 UTC 2009,visa card,Off to the bank to get my new visa platinum card @visa card
negative,8052,Wed Jun 10 15:32:06 UTC 2009,visa card,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me? @visa card"
neutral,13051,Sat Jun 13 16:23:31 UTC 2009,Bobby Flay,has a date with bobby flay and gut fieri from food network @Bobby Flay
positive,13052,Sat Jun 13 16:24:08 UTC 2009,Bobby Flay,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest! @Bobby Flay
positive,13053,Sat Jun 13 16:24:12 UTC 2009,Bobby Flay,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good. @Bobby Flay
positive,13054,Sat Jun 13 16:24:25 UTC 2009,Bobby Flay,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please. @Bobby Flay
positive,13055,Sat Jun 13 16:24:34 UTC 2009,Bobby Flay,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today. @Bobby Flay"
negative,13073,Sun Jun 14 04:35:33 UTC 2009,latex,Fighting with LaTex. Again... @latex
negative,13074,Sun Jun 14 04:35:53 UTC 2009,latex,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil @latex
negative,13075,Sun Jun 14 04:36:07 UTC 2009,latex,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more. @latex"
neutral,13076,Sun Jun 14 21:35:58 UTC 2009,iran,How to Track Iran with Social Media: http://bit.ly/2BoqU @iran
negative,13077,Sun Jun 14 21:36:04 UTC 2009,iran,Shit's hitting the fan in Iran...craziness indeed #iranelection @iran
negative,13078,Sun Jun 14 21:36:09 UTC 2009,iran,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop. @iran
neutral,14045,Sat Jun 13 16:13:59 UTC 2009,aapl,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM) @aapl
positive,14046,Sat Jun 13 16:23:41 UTC 2009,Bobby Flay,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby. @Bobby Flay
neutral,14049,Sat Jun 13 16:24:03 UTC 2009,Bobby Flay,@johncmayer is Bobby Flay joining you? @Bobby Flay
positive,14050,Sat Jun 13 16:24:15 UTC 2009,Bobby Flay,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here! @Bobby Flay
negative,14069,Sun Jun 14 04:31:12 UTC 2009,latex,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster) @latex"
positive,14070,Sun Jun 14 04:31:23 UTC 2009,latex,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor! @latex
positive,14071,Sun Jun 14 04:31:28 UTC 2009,latex,"After using LaTeX a lot, any other typeset mathematics just looks hideous. @latex"
neutral,14072,Sun Jun 14 04:31:43 UTC 2009,latex,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7 @latex
negative,14073,Sun Jun 14 04:32:17 UTC 2009,latex,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now. @latex"
positive,14074,Sun Jun 14 04:36:34 UTC 2009,latex,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX. @latex
negative,14075,Sun Jun 14 21:36:07 UTC 2009,iran,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect @iran"
negative,14076,Sun Jun 14 21:36:17 UTC 2009,iran,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad... @iran
